,asin,title,description,brand,date,price
43,B000EGI106,Herman Miller Classic Aeron Chair PostureFit Support Kit - Graphite - Size A,"['Herman Millers patented PostureFit provides back support at the base of your spine, or sacral region, helping your pelvis maintain a natural forward tilt to prevent slouching. By doing so, PostureFit keeps your spine in healthy alignment to help eliminate lower back pain. The Classic Aeron PostureFit Support Kit is recommended for people who sit up straight in their chair to perform tasks. It is compatible with all sizes (A, B, or C) of Classic Aeron Chair and Classic Aeron Stools, provided the chair has a Tilt Limiter option. To identify whether your Classic Aeron has a Tilt Limiter, reach down with your left hand while sitting in the chair; if you locate one or two levers attached to the chairs tilt mechanism, your Classic Aeron has a Tilt Limiter.', '', 'To find the size of an Classic Aeron Chair, stand behind the chair and feel for the raised dots under the top edge of the back frame. One dot is Small size, two dots in a row is Medium size, three dots in a triangle is Large size.', '', '<b>Care & Maintenance:</b>', 'For normal cleaning, wash plastic surfaces with a soft cloth soaked in mild detergent and warm water. Rinse thoroughly and dry with a soft cloth. Do not use solvents or abrasive kitchen cleaners.']",Herman Miller,,$21.29
44,B000EGJUC4,Aeron Chair Highly Adjustable Graphite Frame - Platinum Classic (Medium) by Herman Miller,['Aeron Chair Highly Adjustable Graphite Frame - Platinum Classic (Medium) by Herman Miller'],Herman Miller,"November 29, 2009",
45,B000EISFYG,Boss Office Products B495-SM Fabric Task Chair with Adjustable Arms in Smoke,"['In addition to being elegant in its design, the Boss Smoke Fabric Task Chair W/ Adjustable Arms by Boss Office Products features lumbar support for proper posture. The chair sits on a 25"" nylon base and has hooded double wheel casters to make moving around the room a breeze. There\'s a pneumatic gas lift for changing the height and a tilt tension control for adjusting the weight. Measurements for this unit are 27.5"" W x 27"" D x 37-40"" H with a weight of 38 pounds. This model comes in a soft Chenille fabric, but can also be ordered in a different fabric if desired.']",Boss Office Products,"June 26, 2006",
46,B000F74J8C,"Lorell Mid-Back Task Chair, 26-3/4 by 26 by 39-1/4-42-Inch, Gray","['Mid-back task chair features adjustable arms and molded foam, contoured seat and back that provide long-lasting comfort. Waterfall seat provides under-thigh support. Arms adjust in width from 18"" to 19-1/2"". Functions include pneumatic seat-height adjustment (18-1/10"" to 21-7/10"" high from the floor), back-height adjustment, 360-degree swivel, tilt tension, tilt lock and asynchronous control. Waterfall seat provides under thigh support. Task chair offers a 225 lb. weight capacity and is available in black frame only. The fabric is 100 percent polyester.']",Lorell,"April 18, 2008",$28.40
47,B000F9W1Z8,"Lorell Hi-Back Executive Chair, 30-1/2 by 25-1/2 by 47-Inch to 50-1/2-Inch, Black","['Executive high-back chair offers advanced technology airflow fabric that is highly breathable to give you the sensation of sitting on air. Back is ergonomically designed for lower back comfort. Seat and back cushions are 4"" thick for comfortable seating. Aluminum open loop frame has upholstered arms. Five-star brushed aluminum base has plastic scuff guards. Functions include pneumatic seat-height adjustment (19"" to 22-1/2""), 360-degree swivel, tilt and tilt tension. Seat cushion size is 22-1/4"" wide x 21-3/4"" long. The back cushion is 21-1/4"" wide x 31-1/2"" long. High-back chair meets the CA117 fire-retardant standard.']",Lorell,"December 4, 2006",$28.40
48,B000FA01HM,"Lorell Hi-Back Executive Chair, 25-1/2 by 28 by 42-1/2-Inch to 45-1/4-Inch, Black Leather","['Executive high-back chair is upholstered in rich black top grade leather. Sloped open-loop arms have an aluminum frame with padded leather for comfort. Matching aluminum base has plastic scuff guards and casters. Functions include pneumatic seat-height adjustment (18-1/4"" to 21-3/4""), 360-degree swivel, tilt, tilt tension and tilt lock. Seat back measures 21"" wide x 4-1/2"" thick x 26"" tall. High-back chair meets the CA117 fire-retardant standard.']",Lorell,"December 4, 2006",$28.40
49,B000FXXO5U,Boss Office Products B1617-GY Ergonomic Works Drafting Chair with Loop Arms in Grey,"['The Boss Drafting Stool (B315-GY) with footring and loop arms is an ergonomic office chair with a seat size of 17.5 W by 16.5 D and 26.5 to 31.5 H. Features of the chair include a weight capacity of 250 pounds and easy and smooth height adjustment with its pneumatic gas lift handle. The large 27 nylon base offers increased stability and the hooded double wheel casters makes moving from one part of your office to another easy. The seat is upholstered gray tweed, making the chair both functional and aesthetically appealing. Adjustable arms and a removable footrest make this chair comfortable for long periods of work.']",Boss Office Products,,
50,B000GP0YV4,"Boston 16 Inch Pedestal Fan, Plastic, White (25976)","[""Boston fans are a great way to provide cool, quiet comfort in any environment. With a range of sizes and motors, these fans are a breath of fresh air for a home, a single workstation, or an entire department, and all are designed to run quietly for minimal disruption. Boston office fans are designed to keep your office or workspace cool as quietly and efficiently as possible. These office fans feature dynamic, oscillating heads with vertical axis control, adjustable speed settings, and powerful, yet quiet motors. The Boston 16 Inch Fan is a free standing, upright model featuring an oscillating head for maximum cooling. The fan's strong 3-speed motor runs quietly at all speeds while remaining capable of keeping a moderately sized room cool and comfortable. The mesh safety grill ensures the Boston 16 Inch Fan is safe to run around young children and pets. All Boston office tools are crafted with the same attention to quality and reliability as the legendary X-ACTO knife. From sharpeners and paper punches to fans and heaters, our line of heavy duty office tools and products is sure to meet the needs of any office, home or business.""]",Boston,"October 2, 2006",
51,B000I2XNHW,Aeron(R) Chair Highly Adjustable Model with Graphite Frame Classic Carbon with Lumbar Support Size A,"[""The Aeron chair by Herman Miller is simply put, the best ergonomic chair you can buy. No other office chair works harder to relieve your back and neck pain than the Aeron chair. The high tech mesh fabric means that this chair doesn't look (or work) like other conventional office chairs. But what makes it different makes it better! The patented material on the Aeron distributes pressure evenly over a wider area. The result? You'll stay cool and comfortable no matter what the season. Described as the most comfortable chair in the world and designed with high-tech materials using body-friendly engineering, the Aeron chair comes in three sizes to fit all body types.""]",Aeron(R) Chair Highly Adjustable Model with Graphite Frame Classic Carbon with Lumbar Support Size A,"August 26, 2006",
52,B000I2Z3HK,Aeron(R) Chair Highly Adjustable Model with Graphite Frame Classic Carbon with Lumbar Support Size B,"[""The Aeron chair by Herman Miller is simply put, the best ergonomic chair you can buy. No other office chair works harder to relieve your back and neck pain than the Aeron chair. The high tech mesh fabric means that this chair doesn't look (or work) like other conventional office chairs. But what makes it different makes it better! The patented material on the Aeron distributes pressure evenly over a wider area. The result? You'll stay cool and comfortable no matter what the season. Described as the most comfortable chair in the world and designed with high-tech materials using body-friendly engineering, the Aeron chair comes in three sizes to fit all body types.""]",Aeron(R) Chair Highly Adjustable Model with Graphite Frame Classic Carbon with Lumbar Support Size B,"August 26, 2006",
53,B000I2Z3J8,Aeron(R) Chair Highly Adjustable Model with Graphite Frame Waves Carbon with Lumbar Support Size C,['Aeron(R) Chair Highly Adjustable Model with Graphite Frame Waves Carbon with Lumbar Support Size C'],Aeron(R) Chair Highly Adjustable Model with Graphite Frame Waves Carbon with Lumbar Support Size C,"August 26, 2006",
54,B000I32CEQ,Aeron(R) Chair Highly Adjustable Model with Graphite Frame Tuxedo Blue Black with Lumbar Support Size C,"[""The Aeron chair by Herman Miller is simply put, the best ergonomic chair you can buy. No other office chair works harder to relieve your back and neck pain than the Aeron chair. The high tech mesh fabric means that this chair doesn't look (or work) like other conventional office chairs. But what makes it different makes it better! The patented material on the Aeron distributes pressure evenly over a wider area. The result? You'll stay cool and comfortable no matter what the season. Described as the most comfortable chair in the world and designed with high-tech materials using body-friendly engineering, the Aeron chair comes in three sizes to fit all body types.""]",Aeron,"August 26, 2006",
55,B000KFUCG2,Powell Monster Swivel Desk Chair,"['Where ordinary youth bedroom furniture becomes extraordinary sleep, study, and storage. This very comfortable swivel chair, with its breathable black mesh back features a 3-1/2"" adjustable height gas cylinder, sturdy 5 prong powder coated black base, adjustable padded support arms, and rugged powder coated steel frame construction, allowing it to survive in any youth or office environment. Some assembly required.', 'Think mechanic\'s-garage-meets-home-dcor with Powell\'s Monster line of kids\' bedroom furniture. Built from tough materials like steel, chrome, and faux leather, each piece has an industrial look that\'s also hip and modern. For instance, this swivel desk chair features a heavy-duty black steel frame with a black mesh back and matching upholstered seat cushion. The chair pivots side to side, adjusts in height using the gas cylinder post, and rolls easily on five wheel casters. Nice touches like the padded adjustable arms and exposed tubing on the chair back also make it sure to meet the ""cool"" requirement for the young and fashionable. This piece measures 23-1/4 inches wide by 22-3/4 inches deep by 32-3/4 (to 36-1/4) inches high. The seat height adjusts from 16-7/8 inches to 20-1/8 inches. Some assembly is required. <i>--Kara Karll</i>']",Powell Furniture,"October 2, 2001",
56,B000LSOJ9Y,Liberty Chair by Humanscale - Foam Seat &amp; Fixed Arms in Black Vellum w/ Carbon Back on Black Frame,[],,"April 7, 2012",
57,B000LT804I,Aeron Chair by Herman Miller - Basic - Graphite Frame - Platinum Classic Size C (Large),['Aeron Chair by Herman Miller - Basic - Graphite Frame - Platinum Classic Size C (Large)'],Herman Miller,"August 16, 2011",
58,B000LT9H5E,Aeron Chair by Herman Miller - Basic - Graphite Frame - Platinum Classic Size B (Medium),['Aeron Chair by Herman Miller - Basic - Graphite Frame - Platinum Classic Size B (Medium)'],Unknown,"November 29, 2011",
59,B000LTANZM,Aeron Chair by Herman Miller - Official Retailer - Basic - Titanium Frame - Zinc Classic Size B (Medium) - Leather Arms,"['Aeron Basic Model: Non-Adjustable Leather Arms , No Lumbar Support and No Tilt Limiter and Seat Angle Adjustment - Exceeding all expectations and standards of its predecessors, the Aeron Chair, with its 12-year warranty, has become the new benchmark in the arena of ergonomic office, seating.']",Herman Miller,"December 6, 2010",
60,B000M57OFC,Boss Office Products B2007-GY Extended Comfort Commercial Fabric Adjustable Office Chair in Grey,"['With a sleek black frame, the Boss Grey Task Chair With 3 Paddle Mechanism truly stuns. This unit is manufactured by Boss Office Products and features a high back with built-in lumbar support that is encased in a commercial-grade fabric. The pneumatic gas lift allows users to adjust the height and there are armrests that can be moved up or down so you fit in the seat just right. There\'s a tilt tension control to accommodate up to 250 pounds, and a large 27"" nylon base to keep the unit sturdy. Additionally, this unit has hooded double-wheel casters, a seat glider, and can be purchased in one of four fabric colors.']",Boss Office Products,,
